RU000A0JQ7Z2,"""Российские ЖД"" ОАО 19 обл.",РЖД-19 обл,RZhD 19,1000.0,SUR,2009-07-27,RU000A0JQ7Z2,10000000,stock_bonds,2024-07-08,39.14,,corporate_bond
RU000A0JS9X1,Ситиматик - Нижний Новгород АО,СитиматНН,AO Citimatik - NN,1000.0,SUR,2012-06-27,RU000A0JS9X1,1150000,stock_bonds,2022-06-15,169.53,,corporate_bond
RU000A0JVY04,РЖД ОАО 36 обл.,РЖД 36 обл,RZD 36,1000.0,SUR,2015-11-16,RU000A0JVY04,15200000,stock_bonds,2040-10-15,29.47,,corporate_bond
RU000A100TJ5,Астон. Екатеринбург оббП05,Астон. Екатеринбург оббП05,Aston. Ekaterinburg obbP05,1000.0,RUB,,RU000A100TJ5,60300000,stock_bonds,2022-03-11,69.81,,non_exchange_bond
RU000A100PB0,ГУП ЖКХ РС (Я) БО-01,ЖКХРСЯ БО1,GUP JKH RS (Ya) BO-01,1000.0,SUR,2019-08-06,RU000A100PB0,3000000,stock_bonds,2026-07-28,31.16,,exchange_bond
RU000A102VH1,ТрансФин-М обК01,ТрансФин-М обК01,TransFin-M obK01,1000.0,RUB,,RU000A102VH1,31347077000,stock_bonds,2028-03-30,23.96,,non_exchange_bond
XS2091667043,BCS SP Plc Series 73,BCS12/24-B,BCS SP Plc Series 73,100000.0,SUR,2019-12-11,XS2091667043,6000,stock_bonds,2024-12-30,4888.3561,,corporate_bond
RU000A101K55,Мосгорломбард КОб01,Мосгорломбард КОб01,Mosgorlombard KOb01,10000.0,RUB,,RU000A101K55,200000000,stock_bonds,2023-02-28,131.51,,non_exchange_bond
XS2010030919,ALROSA Finance S.A. 25/06/27,ALRS-27,ALROSA Finance S.A. 25/06/27,1000.0,USD,2020-06-25,XS2010030919,500000,stock_bonds,2027-06-25,15.5,,corporate_bond
XS1319813769,Global Ports 6.872 25/01/22,GLP-22,Global Ports 6.872 25/01/22,1000.0,USD,2016-04-18,XS1319813769,350000,stock_bonds,2022-01-25,34.36,,corporate_bond
SU29018RMFS7,ОФЗ-ПК 29018 26/11/2031,ОФЗ 29018,OFZ-PD 29018,1000.0,SUR,2020-10-28,RU000A102A31,450000000,stock_bonds,2031-11-26,,,ofz_bond
RU000A103YK7,ДОМ.РФ Ипотечный агент БО 1P12,ИАДОМ 1P12,DOM.RF Mortgage agent BO 1P12,1000.0,SUR,2021-10-29,RU000A103YK7,1857260,stock_bonds,2031-08-28,18.38,,exchange_bond
RU000A0JXVE5,СвязьИнвНефХим-Фин БО-001Р-01,СИНХФБО1P1,SvyazInvNefHim-Finance B001P01,1000.0,SUR,2017-07-11,RU000A0JXVE5,20000000,stock_bonds,2022-07-05,44.38,,exchange_bond
RU000A100KY3,ПАО НК Роснефть 002P-08,Роснфт2P8,Rosneft 002P-08,1000.0,SUR,2019-07-15,RU000A100KY3,25000000,stock_bonds,2029-07-02,39.64,,exchange_bond
RU000A0ZYFG7,Солид-Лизинг обКП04,Солид-Лизинг обКП04,Solid-Lizing obKP04,1000.0,RUB,,RU000A0ZYFG7,45000000,stock_bonds,2022-11-07,54.85,,non_exchange_bond
RU000A0JXMP0,Почта России (АО) БО-04,ПочтаРосБ4,Russian Post BO-04,1000.0,SUR,2017-04-03,RU000A0JXMP0,5000000,stock_bonds,2027-03-22,32.41,,exchange_bond
RU000A0NH1Z0,Банк ВТБ (ПАО) Б-1-113,ВТБ Б1-113,Bank VTB B-1-113,1000.0,SUR,2020-09-29,RU000A0NH1Z0,400225,stock_bonds,2022-09-27,0.05,,exchange_bond
RU000A103DA2,МигКредит 01К,МигКр 01К,MigCredit 01K,1000.0,SUR,2021-07-12,RU000A103DA2,800000,stock_bonds,2024-06-26,10.07,,corporate_bond
RU000A0JXN13,РСГ-Финанс ООО обл. БО-7,РСГ-ФинБ7,RSG-Finance BO-07,1000.0,SUR,2017-04-07,RU000A0JXN13,3000000,stock_bonds,2022-04-01,59.84,,exchange_bond
XS2143149834,BCS SP Plc Series 87,BCS07/25-2,BCS SP Plc Series 87,1250.0,USD,2020-04-08,XS2143149834,8000,stock_bonds,2025-07-30,0.0,,corporate_bond
RU000A102EF1,ПАО НК Роснефть 003P-01,Роснфт3P01,Rosneft 003P-01,1000.0,SUR,2020-11-26,RU000A102EF1,400000000,stock_bonds,2030-11-14,42.38,,exchange_bond
XS0316524130,GAZ CAPITAL SA 7.28800 16/08/3,GAZPR-37,GAZ CAPITAL SA 7.28800 16/08/3,1000.0,USD,2007-08-16,XS0316524130,1250000,stock_bonds,2037-08-16,36.44,,corporate_bond
RU000A0JRU46,Северо-Зап.концес.комп. сер.04,СЗКК 04,SZKC-04,851.0,SUR,2011-10-21,RU000A0JRU46,5000000,stock_bonds,2031-09-26,41.08,,corporate_bond
RU000A0ZZZN8,Совкомбанк лизинг об. БО-П01,СовкЛиз1P1,Sovkombank Lizing BO-P01,250.0,SUR,2018-12-25,RU000A0ZZZN8,3000000,stock_bonds,2021-12-21,6.45,,exchange_bond
RU000A0JT940,ПАО НК Роснефть обл.04,Роснефть04,Rosneft 04,1000.0,SUR,2012-10-29,RU000A0JT940,10000000,stock_bonds,2022-10-17,39.39,,corporate_bond
RU000A0JVCB5,"""ФСК ЕЭС""(ПАО)-обл. сер.37",ФСК ЕЭС-37,FSK EES 37,1000.0,SUR,2015-05-06,RU000A0JVCB5,20000000,stock_bonds,2050-03-23,20.94,,corporate_bond
RU000A100XR0,ПИК-Корпорация 001Р-01,ПИК К 1P1,PIK-Corporation 001P-01,546.4,SUR,2019-10-16,RU000A100XR0,1500000,stock_bonds,2023-04-12,22.48,,exchange_bond
RU000A100PA2,СберИОС 001Р-118R 4Y O.G. 103%,СберИОС118,SberIOS 001P-118R 4Y O.G. 103%,1000.0,SUR,2019-08-06,RU000A100PA2,338374,stock_bonds,2023-08-07,47.5,,exchange_bond
XS2328381756,BCS SP Plc Series 160,BCS07/26-5,BCS SP Plc Series 160,1250.0,USD,2021-04-07,XS2328381756,4000,stock_bonds,2026-07-01,15.582191,,corporate_bond
RU000A102VG3,Ноймарк обКП04,Ноймарк обКП04,Nojmark obKP04,1000.0,RUB,,RU000A102VG3,100000000,stock_bonds,2023-03-17,37.4,,non_exchange_bond
RU000A0ZYJR6,Совкомбанк ПАО обл. БО-05,Совком БО5,Sovkombank B0-05,1000.0,SUR,2017-12-07,RU000A0ZYJR6,10000000,stock_bonds,2027-11-25,34.41,,exchange_bond
RU000A101WL3,МЭФ Московской области 34014,МосОб34014,Moscow Region MEF 34014,1000.0,SUR,2020-07-14,RU000A101WL3,28000000,stock_bonds,2025-07-08,14.34,,subfederal_bond
RU000A0JXVB1,ТрансФин-М ПАО 001P-03,ТрансФ1P03,TransFin-M 001P-03,1000.0,SUR,2017-07-10,RU000A0JXVB1,500000,stock_bonds,2027-06-28,52.36,,exchange_bond
RU000A101FK0,РНКБ 01,РНКБ 01,RNCB 01,1000.0,SUR,2020-02-20,RU000A101FK0,3000000,stock_bonds,2023-02-16,33.91,,exchange_bond
RU000A101SD8,ГТЛК БО 001P-19,ГТЛК 1P-19,STLC BO 001P-19,1000.0,SUR,2020-06-10,RU000A101SD8,5000000,stock_bonds,2035-05-23,19.87,,exchange_bond
RU000A1037G9,Кемеровское АО Азот обКП04,Кемеровское АО Азот обКП04,Kemerovskoe AO Azot obKP04,1000.0,USD,,RU000A1037G9,111111000,stock_bonds,2025-03-28,12.16,,non_exchange_bond
RU000A1011A7,Лента ООО БО-001P-03,Лента Б1P3,Lenta OOO BO-001P-03,1000.0,SUR,2019-11-14,RU000A1011A7,10000000,stock_bonds,2029-11-01,33.91,,exchange_bond
RU000A100CG7,ОбъединениеАгроЭлита  БО-П03,ОАЭ  БО-П3,ObjedinenieAgroElita BO-P03,1000.0,SUR,2019-05-20,RU000A100CG7,400000,stock_bonds,2024-05-22,11.68,,exchange_bond
RU000A0JXN21,"АФК ""Система"" ПАО БО-001P-06",СистемБ1P6,AFK Systema 001P-06,1000.0,SUR,2017-04-07,RU000A0JXN21,15000000,stock_bonds,2027-03-26,44.38,,exchange_bond
XS1772800204,DME Airport DAC 5.075 15.02.23,DME-23,DME Airport DAC  5.075,1000.0,USD,2018-02-15,XS1772800204,204719,stock_bonds,2023-02-15,25.375,,corporate_bond
RU000A102EE4,ПАО НК Роснефть 003P-02,Роснфт3P02,Rosneft 003P-02,1000.0,SUR,2020-11-26,RU000A102EE4,400000000,stock_bonds,2030-11-14,42.38,,exchange_bond
RU000A0NH1Y3,Банк ВТБ (ПАО) Б-1-112,ВТБ Б1-112,Bank VTB B-1-112,1000.0,SUR,2020-09-22,RU000A0NH1Y3,516176,stock_bonds,2022-09-20,0.05,,exchange_bond
RU000A103PX8,Группа ЛСР ПАО БО 001Р-07,ЛСР БО 1Р7,LSR 001P-07,1000.0,SUR,2021-09-17,RU000A103PX8,10000000,stock_bonds,2026-09-11,21.57,,exchange_bond
RU000A0ZYNY4,ГосТранспортЛизингКомп 001P-07,ГТЛК 1P-07,GTLK BO-001P-07,1000.0,SUR,2018-01-19,RU000A0ZYNY4,10000000,stock_bonds,2032-12-31,15.58,,exchange_bond
RU000A0ZZVE6,ГОВОЗ РФ 12978082V (RU),RUS-25 EUR,RUS-25 EUR,100000.0,EUR,2018-12-04,RU000A0ZZVE6,10000,stock_bonds,2025-12-04,2875.0,,ofz_bond
RU000A0JS5R1,МСП Банк АО 01,МСП Банк 1,MSP Bank 01,1000.0,SUR,2012-03-29,RU000A0JS5R1,5000000,stock_bonds,2022-03-17,30.92,,corporate_bond
XS2046736919,STEEL CAPITAL S.A. 16/09/24,STL-24,STEEL CAPITAL S.A. 16/09/24,1000.0,USD,2019-09-16,XS2046736919,800000,stock_bonds,2024-09-16,15.75,,corporate_bond
RU000A103M10,Балтийский лизинг ООО БО-П04,БалтЛизБП4,Baltic Leasing BO-P04,1000.0,SUR,2021-08-30,RU000A103M10,5000000,stock_bonds,2024-08-26,20.94,,exchange_bond
RU000A101SC0,ГТЛК БО 001P-18,ГТЛК 1P-18,STLC BO 001P-18,1000.0,SUR,2020-06-10,RU000A101SC0,5000000,stock_bonds,2035-05-23,19.55,,exchange_bond
RU000A1037F1,АЛЬФА-БАНК Б2Р13,АЛЬФАБ2Р13,ALFA-BANK 002P-13,1000.0,SUR,2021-06-08,RU000A1037F1,20000000,stock_bonds,2024-12-10,36.6,,exchange_bond
RU000A0JW5E3,"АО ""ПКТ"" обл. 02",ПКТ 02,FCT 02,1000.0,SUR,2016-02-19,RU000A0JW5E3,5000000,stock_bonds,2026-02-06,0.05,,corporate_bond
RU000A0ZYBA9,ООО Трансп.Концесс.Комп. кл.A2,ТКК кл. А2,OOO Transport.Koncess.Komp.A02,1000.0,SUR,2017-11-09,RU000A0ZYBA9,3533000,stock_bonds,2033-12-31,100.12,,corporate_bond
XS1263139856,REPUBLIC OF KAZAKHSTAN 6.5,KAZ-45,REPUBLIC OF KAZAKHSTAN 6.5,1000.0,USD,2015-07-21,XS1263139856,1500000,stock_bonds,2045-07-21,32.5,,ofz_bond
RU000A101K30,Круиз ООО БО-П04,Круиз БОП4,Cruise BO-P04,10000.0,SUR,2020-03-27,RU000A101K30,5000,stock_bonds,2023-03-12,115.07,,exchange_bond
RU000A1002E8,ГПБ (АО) БО 001Р-05Р,ГПБ 1P-05P,Bank GPB (JSC) 001P-05P,1000.0,SUR,2019-01-31,RU000A1002E8,13228044,stock_bonds,2023-01-31,46.13,,exchange_bond
RU000A100TH9,РОСБАНК БО-002P-06,Росбанк2P6,Rosbank BO-002P-06,1000.0,SUR,2019-09-12,RU000A100TH9,15000000,stock_bonds,2023-03-16,37.85,,exchange_bond
XS0830192711,GPN Capital S.A. 4.37500 19/09,GPN-22,GPN Capital S.A. 4.37500 19/09,1000.0,USD,2012-09-19,XS0830192711,1500000,stock_bonds,2022-09-19,21.88,,corporate_bond
RU000A103DG9,ТрансФин-М обК03,ТрансФин-М обК03,TransFin-M obK03,1000.0,RUB,,RU000A103DG9,3325709000,stock_bonds,2028-03-30,23.96,,non_exchange_bond
RU000A102AD4,ФК Открытие обКП11,ФК Открытие обКП11,FK Otkryitie obKP11,1000.0,RUB,,RU000A102AD4,347538000,stock_bonds,2023-10-28,10.5,,non_exchange_bond
RU000A101SK3,Банк ВТБ (ПАО) Б-1-76,ВТБ Б-1-76,Bank VTB B-1-76,1000.0,SUR,2020-06-16,RU000A101SK3,307923,stock_bonds,2022-06-14,0.05,,exchange_bond
RU000A1011H2,СберИОС 001Р-172R 5Y COMP 10%,СберИОС172,SberIOS 001P-172R 5Y COMP 10%,1000.0,SUR,2019-11-29,RU000A1011H2,3000000,stock_bonds,2024-12-05,0.5,,exchange_bond
RU000A1015P6,ОР ООО 001P-02,ОРГрупп1Р2,OR 001P-02,1000.0,SUR,2019-12-11,RU000A1015P6,1000000,stock_bonds,2024-11-14,9.86,,exchange_bond
RU000A101616,Россельхозбанк С01Е-01,РСХБ С01Е1,Rosselkhozbank C01E-01,150000.0,EUR,2019-12-12,RU000A101616,1000,stock_bonds,,3739.73,,corporate_bond
XS1120709826,REPUBLIC OF KAZAKHSTAN 4.875,KAZ-44,REPUBLIC OF KAZAKHSTAN 4.875,1000.0,USD,2014-10-14,XS1120709826,1000000,stock_bonds,2044-10-14,24.375,,ofz_bond
RU000A102945,СФО БКС Структурные Ноты 04,СФО БКС 04,SFO BCS Structured Notes 04,1000.0,SUR,2020-10-20,RU000A102945,600000,stock_bonds,2023-10-17,0.01,,corporate_bond
RU000A100TP2,СберИОС 001Р-146R 5Y ENTM 12,СберИОС146,SberIOS 001P-146R 5Y ENTM 12,1000.0,SUR,2019-09-30,RU000A100TP2,4414358,stock_bonds,2024-10-04,0.5,,exchange_bond
RU000A103M85,Страна Девелопмент 01,Страна 01,Strana Development 01,1000.0,SUR,2021-08-31,RU000A103M85,1000000,stock_bonds,2024-08-15,9.86,,corporate_bond
RU000A102RE6,СберИОС 001Р-421R 5Y СМШ,СберИОС421,SberIOS 001P-421R 5Y MIX,1000.0,SUR,2021-02-25,RU000A102RE6,642987,stock_bonds,2026-03-04,0.5,,exchange_bond
RU000A0JUV08,ГПБ (АО) БО-10,ГПБ БО-10,Gazprombank BO-10,1000.0,SUR,2014-09-26,RU000A0JUV08,10000000,stock_bonds,2024-09-26,29.75,,exchange_bond
RU000A101SJ5,Банк ВТБ (ПАО) Б-1-78,ВТБ Б-1-78,Bank VTB B-1-78,1000.0,SUR,2020-06-30,RU000A101SJ5,775316,stock_bonds,2023-07-07,0.05,,exchange_bond
XS0889401724,VEON Holdings B.V. 5.95,VIP-23,VEON Holdings B.V. 5.95,1000.0,USD,2013-02-13,XS0889401724,1000000,stock_bonds,2023-02-13,29.75,,corporate_bond
RU000A101FQ7,СберИОС 001Р-211R 5Y СМШ,СберИОС211,SberIOS 001P-211R 5Y MIX,1000.0,SUR,2020-02-28,RU000A101FQ7,1889613,stock_bonds,2025-03-06,0.5,,exchange_bond
RU000A102J57,ТЕПЛОЭНЕРГО 001Р-01,ТЕПЛОЭН1Р1,TEPLOENERGO 001P-01,1000.0,SUR,2020-12-17,RU000A102J57,300000,stock_bonds,2022-12-15,24.93,,exchange_bond
RU000A0JWWM8,ТрансФин-М ПАО 001P-01,ТрансФ1P01,TransFin-M 001P-01,1000.0,SUR,2016-10-21,RU000A0JWWM8,2,stock_bonds,2026-10-09,39.89,,exchange_bond
RU000A0ZZV86,ДОМ.РФ Ипотечный агент 06-002P,ИА ДОМ 6P2,DOM.RF Mortgage agent 06-002P,313.43,SUR,2018-11-26,RU000A0ZZV86,74263788,stock_bonds,2048-05-28,7.86,,corporate_bond
RU000A100CN3,Республика Саха (Якутия) об.12,Якут-12 об,Republic of Sakha (Yakutia) 12,900.0,SUR,2019-05-22,RU000A100CN3,7000000,stock_bonds,2026-05-13,19.27,,subfederal_bond
RU000A0JXVH8,ФУ Тамбовской области 35003,ТамбовОбл3,Tambov Region FinDpt 35003,750.0,SUR,2017-07-12,RU000A0JXVH8,3500000,stock_bonds,2024-07-12,15.71,,subfederal_bond
RU000A0JUHV4,Вейл Финанс ООО 01 обл.,ВейлФин1,Veil Finance 01 ob.,1000.0,SUR,2014-03-19,RU000A0JUHV4,8000000,stock_bonds,2023-03-08,49.86,,corporate_bond
RU000A0NH2A1,Банк ВТБ (ПАО) Б-1-124,ВТБ Б1-124,Bank VTB B-1-124,1000.0,SUR,2020-10-20,RU000A0NH2A1,269556,stock_bonds,2022-10-18,0.05,,exchange_bond
RU000A0NNE44,Банк ВТБ (ПАО) Б-1-182,ВТБ Б1-182,Bank VTB B-1-182,1000.0,SUR,2021-03-17,RU000A0NNE44,243354,stock_bonds,2024-03-23,0.05,,exchange_bond
RU000A101WR0,ОГК-2 002P-01,ОГК-2 2Р01,OGK-2 002P-01,1000.0,SUR,2020-07-15,RU000A101WR0,5000000,stock_bonds,2026-07-08,28.67,,exchange_bond
XS2159874002,LUKOIL Securities B.V.06/05/30,LUK-30,LUKOIL Securities B.V.06/05/30,1000.0,USD,2020-05-06,XS2159874002,1500000,stock_bonds,2030-05-06,19.375,,corporate_bond
XS2126193379,Yandex N.V. 0.75 03/03/25,YNDX-25,Yandex N.V. 0.75 03/03/25,200000.0,USD,2020-03-03,XS2126193379,6250,stock_bonds,2025-03-03,750.0,,corporate_bond
RU000A103YP6,СГ-транс 001P-01,СГтранс1Р1,SG-trans 001P-01,1000.0,SUR,2021-11-01,RU000A103YP6,8500000,stock_bonds,2026-10-26,24.68,,exchange_bond
RU000A0ZYAQ7,КарМани БО-1-1,КарМаниБ1,KarMani B-1-1,1000.0,SUR,2017-09-21,RU000A0ZYAQ7,300000,stock_bonds,2022-10-25,11.89,,exchange_bond
US900123AW05,The Republic of Turkey 02/25,TUR-25,The Republic of Turkey 02/25,1000.0,USD,2005-01-24,US900123AW05,3250000,stock_bonds,2025-02-05,36.875,,ofz_bond
RU000A1028R5,СФО МОС МСП 6 01,МОСМСП6 01,SPE MOS SME 6 01,170.72,SUR,2020-10-15,RU000A1028R5,6200000,stock_bonds,2033-05-26,0.82,,corporate_bond
RU000A100Y84,Белгородская область 34013 обл,БелОб34013,Belgorod Region 34013,1000.0,SUR,2019-10-22,RU000A100Y84,2000000,stock_bonds,2024-10-15,17.45,,subfederal_bond
RU000A102RD8,СберИОС 001Р-419R 5Г РБЧ,СберИОС419,SberIOS 001P-419R 5Y RBC,1000.0,SUR,2021-02-26,RU000A102RD8,3000000,stock_bonds,2026-03-04,0.5,,exchange_bond
RU000A0JVXS5,РЕСО-Лизинг ООО БО-4,РЕСОЛизБ04,RESO-Lizing B04,1000.0,SUR,2015-11-12,RU000A0JVXS5,3000000,stock_bonds,2025-10-30,47.87,,exchange_bond
RU000A1037L9,Бифорком Тек БО-П01,БифТек1P1,B4Com Technologies BO-P01,1000.0,SUR,2021-06-08,RU000A1037L9,250000,stock_bonds,2024-06-04,28.05,,exchange_bond
RU000A1011F6,СберИОС 001Р-171R 5Y AUTO 10%,СберИОС171,SberIOS 001P-171R 5Y AUTO 10%,1000.0,SUR,2019-11-29,RU000A1011F6,2999995,stock_bonds,2024-12-05,0.5,,exchange_bond
RU000A100H69,СберИОС 001Р-107R GAZP_asn 100,СберИОС107,SberIOS 001P-107R GAZP_asn 100,1000.0,SUR,2019-07-30,RU000A100H69,811262,stock_bonds,2022-07-29,0.3,,exchange_bond
RU000A0NNE36,Банк ВТБ (ПАО) Б-1-181,ВТБ Б1-181,Bank VTB B-1-181,1000.0,SUR,2021-03-17,RU000A0NNE36,223597,stock_bonds,2024-03-23,0.05,,exchange_bond
RU000A0ZZQN7,ФСК ЕЭС ПАО БО 001P-01R,ФСК ЕЭС1Р1,FGC UES BO 001P-01R,1000.0,SUR,2018-10-25,RU000A0ZZQN7,10000000,stock_bonds,2023-10-19,21.69,,exchange_bond
SU26235RMFS0,ОФЗ-ПД 26235 12/03/2031,ОФЗ 26235,OFZ-PD 26235,1000.0,SUR,2020-10-14,RU000A1028E3,500000000,stock_bonds,2031-03-12,29.42,,ofz_bond
XS1760804184,Republic of Belarus 28/02/30,BLR-30,Republic of Belarus 28/02/30,1000.0,USD,2018-02-28,XS1760804184,600000,stock_bonds,2030-02-28,31.0,,ofz_bond
XS2020622887,BCS SP Plc Series 47,BCS08/22,BCS SP Plc Series 47,100000.0,SUR,2019-07-12,XS2020622887,3000,stock_bonds,2022-08-01,,,corporate_bond
RU000A0JWJQ6,Структурные инвестиции КСН 01,СтруктИнв1,Structured investments SPC 01,1.0E8,SUR,2016-06-03,RU000A0JWJQ6,7,stock_bonds,2023-09-01,72493.15,,corporate_bond
RU000A101X27,Роял Капитал БО-П04,РоялКапБО4,Royal Capital BO-P04,1000.0,SUR,2020-07-16,RU000A101X27,100000,stock_bonds,2022-07-14,34.9,,exchange_bond
RU000A1006S9,ГОВОЗ РФ 12840086V (RU),RUS-35,RUS-35,200000.0,USD,2019-03-28,RU000A1006S9,20000,stock_bonds,2035-03-28,5100.0,,ofz_bond
RU000A102VL3,"МТС 001P-18, социальные",МТС 18соц.,MTS 18ESG,1000.0,SUR,2021-03-26,RU000A102VL3,4500000,stock_bonds,2024-03-22,32.41,,exchange_bond
RU000A102ZT7,МФК Быстроденьги 02,БДеньги-02,MFC Bistrodengi 02,1000.0,SUR,2021-04-13,RU000A102ZT7,400000,stock_bonds,2024-03-28,10.48,,corporate_bond
RU000A0ZZE87,МОСКОВСКИЙ КРЕДИТНЫЙ БАНК 15,МосКред 15,CREDIT BANK OF MOSCOW 15,1000.0,SUR,2018-07-24,RU000A0ZZE87,5000000,stock_bonds,,59.84,,corporate_bond
RU000A101WQ2,Россельхозбанк АО БО-03R-Р,РСХБ Б03RP,Rosselkhozbank JSC BO-03R-P,1000.0,SUR,2020-07-15,RU000A101WQ2,3527507,stock_bonds,2023-07-05,4.46,,exchange_bond
RU000A102AB8,Завод КЭС 001P-02,ЗавдКЭС1P2,ZAVOD KES 001P-02,1000.0,SUR,2020-10-29,RU000A102AB8,200000,stock_bonds,2024-10-24,34.9,,exchange_bond
RU000A0ZZQQ0,Хабаровский край 07,ХабарКрай7,Khabarovsk Territory 07,1000.0,SUR,2018-10-26,RU000A0ZZQQ0,5000000,stock_bonds,2025-10-24,22.44,,subfederal_bond
RU000A100H51,СберИОС 001Р-85R 3Y S&P_ROT,СберИОС85,SberIOS 001P-85R 3Y S&P_ROT,1000.0,SUR,2019-06-28,RU000A100H51,121042,stock_bonds,2022-07-07,0.3,,exchange_bond
RU000A101SH9,ДЭНИ КОЛЛ ОбКП.01,ДЭНИ КОЛЛ ОбКП.01,DENI KOLL ObKP.01,1000.0,RUB,,RU000A101SH9,100000000,stock_bonds,2021-06-06,,,non_exchange_bond
RU000A100PE4,РЕСО-Лизинг ООО БО-П-06,РЕСОЛизБП6,RESO-LEASING BO-P-06,1000.0,SUR,2019-08-06,RU000A100PE4,8000000,stock_bonds,2023-08-01,44.88,,exchange_bond
RU000A101X19,Группа Астон обК01,Группа Астон обК01,Gruppa Aston obK01,1000.0,RUB,,RU000A101X19,250000000,stock_bonds,2023-07-13,47.37,,non_exchange_bond
RU000A1028P9,Группа Астон обКП03,Группа Астон обКП03,Gruppa Aston obKP03,1000.0,RUB,,RU000A1028P9,270000000,stock_bonds,2023-10-12,49.86,,non_exchange_bond
RU000A102VK5,ВИС ФИНАНС БО-П02,ВИС Ф БП02,VIS FINANCE BO-P02,1000.0,SUR,2021-03-26,RU000A102VK5,2000000,stock_bonds,2024-03-22,22.81,,exchange_bond
RU000A102ZS9,ЭБИС БО-П04,ЭБИС Б1P04,Abis BO-P04,1000.0,SUR,2021-04-13,RU000A102ZS9,400000,stock_bonds,2024-04-09,29.92,,exchange_bond
RU000A102RC0,СберИОС 001Р-417R 5Г ВЗР ИНД,СберИОС417,SberIOS 001P-417R 5Y AGE IND,1000.0,SUR,2021-02-26,RU000A102RC0,3000000,stock_bonds,2026-03-05,0.5,,exchange_bond
RU000A102EJ3,Банк ВТБ (ПАО) Б-1-154,ВТБ Б1-154,Bank VTB B-1-154,1000.0,SUR,2020-12-15,RU000A102EJ3,99865,stock_bonds,2023-12-22,0.05,,exchange_bond
RU000A0NNE28,Банк ВТБ (ПАО) Б-1-180,ВТБ Б1-180,Bank VTB B-1-180,1000.0,SUR,2021-03-02,RU000A0NNE28,213435,stock_bonds,2024-03-08,0.05,,exchange_bond
RU000A0JU3J9,ИА АИЖК 2013-1 об.кл.А2,АИЖК-13 А2,Ipotech.agent AIZHK 2013-01 A2,249.04,SUR,2013-08-27,RU000A0JU3J9,4978000,stock_bonds,2045-09-09,5.59,,corporate_bond
RU000A0JW5H6,МЕТАЛЛОИНВЕСТ ХК АО БО-07,МЕТАЛИНБ07,METALLOINVEST HK AO BO-07,1000.0,SUR,2016-02-25,RU000A0JW5H6,5000000,stock_bonds,2026-02-12,59.34,,exchange_bond
RU000A101JW7,СберИОС 001Р-229R 5Г CDX 100%,СберИОС229,SberIOS 001P-229R 5Y CDX 100%,1000.0,SUR,2020-03-26,RU000A101JW7,1583199,stock_bonds,2025-04-01,47.5,,exchange_bond
RU000A103UF5,ПФК обК01,ПФК обК01,PFK obK01,1000.0,RUB,,RU000A103UF5,,stock_bonds,2023-09-27,59.18,,non_exchange_bond
XS1949598855,BCS SP Plc Series 35,BCS 02/22,BCS SP Plc Series 35,1000.0,EUR,2019-02-07,XS1949598855,5000,stock_bonds,2022-02-28,25.0,,corporate_bond
RU000A103DD6,Займ Онлайн обК01,Займ Онлайн обК01,Zajm Onlajn obK01,10000.0,RUB,,RU000A103DD6,,stock_bonds,2024-06-26,131.51,,non_exchange_bond
RU000A0JXN62,КонцессииТеплоснабжения ООО 01,КонцесТ 01,Koncessii teplosnabjeniya 01,846.16,SUR,2017-04-10,RU000A0JXN62,2000000,stock_bonds,2032-04-06,75.19,,corporate_bond
RU000A0ZYB40,Минфин Кузбасса 2017,МФКузбас17,Minfin Kuzbass 2017,750.0,SUR,2017-09-26,RU000A0ZYB40,9000000,stock_bonds,2024-09-26,15.33,,subfederal_bond
RU000A1019U8,СберИОС 001Р-191R 42M CDX 90%,СберИОС191,SberIOS 001P-191R 42M CDX 90%,1000.0,SUR,2020-01-14,RU000A1019U8,1998996,stock_bonds,2023-07-21,47.5,,exchange_bond
RU000A100733,АВТОБАН-Финанс АО БО-П02,АВТОБФ БП2,AVTOBAN-Finance B0-P02,1000.0,SUR,2019-03-26,RU000A100733,3000000,stock_bonds,2024-03-19,36.15,,exchange_bond
RU000A100XU4,РЕСО-Лизинг ООО БО-П-07,РЕСОЛизБП7,RESO-LEASING BO-P-07,1000.0,SUR,2019-10-18,RU000A100XU4,5000000,stock_bonds,2024-10-11,43.13,,exchange_bond
XS2263765856,Republic of Uzbekistan 11/30,UZB-30,Republic of Uzbekistan 11/30,1000.0,USD,2020-11-25,XS2263765856,555000,stock_bonds,2030-11-25,18.5,,ofz_bond
RU000A0JU7S1,"""ФСК ЕЭС""(ПАО)-обл. сер.29",ФСК ЕЭС-29,FSK EES 29,1000.0,SUR,2013-10-21,RU000A0JU7S1,20000000,stock_bonds,2048-09-07,19.15,,corporate_bond
RU000A1006R1,Сбербанк ПАО ИОС 001P-72R,СберИОС72,Sberbank IOS 001P-72R,1000.0,SUR,2019-03-21,RU000A1006R1,565340,stock_bonds,2022-09-28,47.6,,exchange_bond
